opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location,deal_duration_days,close_month,close_year,close_quarter,close_yearmonth,discount_rate,is_won,agent_win_rate
G281LUYF,Deepak Yadav,D365 Field Services,Finhigh,Lost,2025-03-12,2025-05-08,0.0,Rajesh Agarwal,Central,GTX,90968,finance,2006.0,91502.0,1759.0,Ahmedabad,57.0,5,2025,2,2025-05,1.0,0,0.6
4NAK1XFV,Rosie Papadopoulos,Power BI Dashboard,Umbrella Corporation,Lost,2025-03-12,2025-05-18,0.0,Chetan Pandey,East,MG,4565,finance,1998.0,167838.0,5113.0,Ahmedabad,67.0,5,2025,2,2025-05,1.0,0,0.64
Y34MVXP3,Rosie Papadopoulos,D365 Project Management,Kinnamplus,Won,2025-03-12,2025-06-27,285769.0,Chetan Pandey,East,MG,281619,retail,2004.0,58326.0,1831.0,Ahmedabad,107.0,6,2025,2,2025-06,0.0,1,0.64
N8G3G1UF,Amit Verma,Power BI Dashboard,Gogozoom,Won,2025-03-12,2025-05-29,4980.0,Sanjay Bhatt,Central,MG,4565,telecommunications,2007.0,7194.0,187.0,Surat,78.0,5,2025,2,2025-05,0.0,1,0.67
SDXZB8MC,Amit Verma,Power BI Dashboard,Hottechi,Won,2025-03-12,2025-06-20,4399.0,Sanjay Bhatt,Central,MG,4565,technology,1997.0,678142.0,16499.0,Mumbai,100.0,6,2025,2,2025-06,0.03636363636363636,1,0.67
PFUE2JYB,Ritesh Jain,Power BI Dashboard,Finjob,Won,2025-03-12,2025-05-26,4648.0,Anita Mishra,West,MG,4565,employment,1988.0,170972.0,3644.0,Surat,75.0,5,2025,2,2025-05,0.0,1,0.64
4A8SFEJ2,Karan Malhotra,D365 Sales,Scotfind,Won,2025-03-12,2025-03-17,55195.0,Sunita Rao,West,GTX,45650,software,1996.0,527454.0,16780.0,Vadodara,5.0,3,2025,1,2025-03,0.0,1,0.62
HEG8WPQF,Meera Iyer,D365 Field Services,Inity,Won,2025-03-13,2025-05-09,94620.0,Sanjay Bhatt,Central,GTX,90968,marketing,1986.0,199497.0,8801.0,Mumbai,57.0,5,2025,2,2025-05,0.0,1,0.62
0FST40LV,Meera Iyer,Power BI Dashboard,Streethex,Won,2025-03-13,2025-05-25,4316.0,Sanjay Bhatt,Central,MG,4565,retail,1988.0,114274.0,1165.0,Mumbai,73.0,5,2025,2,2025-05,0.05454545454545454,1,0.62
I7WERQ6B,Meera Iyer,Power BI Dashboard,Warephase,Won,2025-03-13,2025-06-08,4316.0,Sanjay Bhatt,Central,MG,4565,services,1997.0,169464.0,5276.0,Ahmedabad,87.0,6,2025,2,2025-06,0.05454545454545454,1,0.62
T7UYHDUN,Boris Faz,D365 Finance & Operations,Donquadtech,Lost,2025-03-13,2025-03-24,0.0,Manish Tiwari,East,GTX,455006,technology,1992.0,142152.0,3194.0,Surat,11.0,3,2025,1,2025-03,1.0,0,0.66
V0EIMVES,Usha Naik,D365 Finance & Operations,Konmatfix,Won,2025-03-13,2025-05-13,425043.0,Sanjay Bhatt,Central,GTX,455006,marketing,1985.0,31161.0,1190.0,Surat,61.0,5,2025,2,2025-05,0.0658518788763225,1,0.67
DL4SZAGH,Usha Naik,D365 Project Management,Rundofase,Won,2025-03-13,2025-03-31,299713.0,Sanjay Bhatt,Central,MG,281619,technology,1983.0,83669.0,1238.0,Mumbai,18.0,3,2025,1,2025-03,0.0,1,0.67
RVIU1YQ8,Corliss Cosme,Power BI Dashboard,Massive Dynamic,Won,2025-03-13,2025-03-24,4150.0,Chetan Pandey,East,MG,4565,entertainment,1989.0,55200.0,1095.0,Vadodara,11.0,3,2025,1,2025-03,0.09090909090909091,1,0.66
ZNSWDHTJ,Priya Patel,D365 Sales,Rundofase,Won,2025-03-13,2025-05-15,51294.0,Rajesh Agarwal,Central,GTX,45650,technology,1983.0,83669.0,1238.0,Mumbai,63.0,5,2025,2,2025-05,0.0,1,0.63
A2G8VYZY,Priya Patel,D365 Field Services,Globex Corporation,Won,2025-03-13,2025-03-17,103501.0,Rajesh Agarwal,Central,GTX,90968,technology,2000.0,101569.0,2497.0,Surat,4.0,3,2025,1,2025-03,0.0,1,0.63
Y9B94N72,Garret Kinder,Power BI Dashboard,Donware,Won,2025-03-13,2025-05-03,4565.0,Chetan Pandey,East,MG,4565,marketing,1999.0,99388.0,2570.0,Vadodara,51.0,5,2025,2,2025-05,0.0,1,0.61
34MBPHRL,Vikram Singh,D365 Field Services,Singletechno,Won,2025-03-13,2025-06-17,96031.0,Anita Mishra,West,GTX,90968,retail,1996.0,183840.0,5374.0,Mumbai,96.0,6,2025,2,2025-06,0.0,1,0.7
K73K8IQ3,Kary Hendrixson,D365 Sales,Hottechi,Won,2025-03-13,2025-05-22,44571.0,Sunita Rao,West,GTX,45650,technology,1997.0,678142.0,16499.0,Mumbai,70.0,5,2025,2,2025-05,0.023636363636363636,1,0.62
8L5WBK75,Kary Hendrixson,D365 Business Central,Dalttechnology,Won,2025-03-13,2025-03-30,411265.0,Sunita Rao,West,GTX,400143,software,2013.0,8200.0,96.0,Vadodara,17.0,3,2025,1,2025-03,0.0,1,0.62
Z1RN8D42,Kary Hendrixson,D365 Business Central,Singletechno,Won,2025-03-13,2025-06-02,465298.0,Sunita Rao,West,GTX,400143,retail,1996.0,183840.0,5374.0,Mumbai,81.0,6,2025,2,2025-06,0.0,1,0.62
JV1NCDKP,Arjun Sharma,Power BI Dashboard,Isdom,Won,2025-03-13,2025-05-11,4731.0,Sanjay Bhatt,Central,MG,4565,medical,2002.0,263794.0,4540.0,Mumbai,59.0,5,2025,2,2025-05,0.0,1,0.66
ECCVMNUZ,Pooja Desai,Power BI Dashboard,Sunnamplex,Won,2025-03-13,2025-05-20,5478.0,Anita Mishra,West,MG,4565,marketing,2008.0,74233.0,1593.0,Ahmedabad,68.0,5,2025,2,2025-05,0.0,1,0.65
A3GVFKYP,Karan Malhotra,D365 Business Central,Dalttechnology,Won,2025-03-13,2025-06-27,424379.0,Sunita Rao,West,GTX,400143,software,2013.0,8200.0,96.0,Vadodara,106.0,6,2025,2,2025-06,0.0,1,0.62
COTHR6F7,Karan Malhotra,D365 Business Central,Sunnamplex,Won,2025-03-13,2025-05-22,381385.0,Sunita Rao,West,GTX,400143,marketing,2008.0,74233.0,1593.0,Ahmedabad,70.0,5,2025,2,2025-05,0.046878241028832195,1,0.62
3OAEEV0S,Cassey Cress,D365 Project Management,Gekko & Co,Won,2025-03-14,2025-03-21,290749.0,Manish Tiwari,East,MG,281619,retail,1990.0,209229.0,3502.0,Ahmedabad,7.0,3,2025,1,2025-03,0.0,1,0.62
RTH5O6ZW,Cassey Cress,D365 Project Management,Mathtouch,Won,2025-03-14,2025-06-13,298800.0,Manish Tiwari,East,MG,281619,marketing,1984.0,251279.0,9516.0,Ahmedabad,91.0,6,2025,2,2025-06,0.0,1,0.62
GH6U8WWN,Neha Gupta,D365 Sales,Massive Dynamic,Won,2025-03-14,2025-03-19,35275.0,Manish Tiwari,East,GTX,45650,entertainment,1989.0,55200.0,1095.0,Vadodara,5.0,3,2025,1,2025-03,0.22727272727272727,1,0.61
GVNI96XB,Priya Patel,D365 Business Central,Dontechi,Won,2025-03-14,2025-06-20,378895.0,Rajesh Agarwal,Central,GTX,400143,software,1982.0,383294.0,10083.0,Surat,98.0,6,2025,2,2025-06,0.053101016386641775,1,0.63
KC324LPK,Priya Patel,D365 Business Central,Ron-tech,Won,2025-03-14,2025-05-22,394582.0,Rajesh Agarwal,Central,GTX,400143,medical,1992.0,325561.0,6837.0,Vadodara,69.0,5,2025,2,2025-05,0.013897531632441402,1,0.63
2Y2R082L,Priya Patel,Power BI Dashboard,dambase,Won,2025-03-14,2025-05-06,5146.0,Rajesh Agarwal,Central,MG,4565,marketing,1995.0,180440.0,2928.0,Surat,53.0,5,2025,2,2025-05,0.0,1,0.63
HALGOQ5D,Nikhil Soni,D365 Business Central,Betasoloin,Won,2025-03-14,2025-05-30,389104.0,Manish Tiwari,East,GTX,400143,medical,1999.0,20867.0,495.0,Surat,77.0,5,2025,2,2025-05,0.027587637419622484,1,0.57
1R38Y0C1,Suresh Kumar,D365 Project Management,Golddex,Won,2025-03-14,2025-03-20,281038.0,Anita Mishra,West,MG,281619,finance,2008.0,4358.0,165.0,Mumbai,6.0,3,2025,1,2025-03,0.00206307102858827,1,0.63
3QQW8VJ2,Garret Kinder,D365 Business Central,Xx-zobam,Won,2025-03-14,2025-06-06,321127.0,Chetan Pandey,East,GTX,400143,entertainment,1989.0,318586.0,8274.0,Surat,84.0,6,2025,2,2025-06,0.1974694046878241,1,0.61
8JS4BWQ7,Kavita Reddy,D365 Sales,Streethex,Won,2025-03-14,2025-03-24,51045.0,Rajesh Agarwal,Central,GTX,45650,retail,1988.0,114274.0,1165.0,Mumbai,10.0,3,2025,1,2025-03,0.0,1,0.58
78TOITP2,Kavita Reddy,Power BI Dashboard,Finhigh,Won,2025-03-14,2025-05-18,4565.0,Rajesh Agarwal,Central,MG,4565,finance,2006.0,91502.0,1759.0,Ahmedabad,65.0,5,2025,2,2025-05,0.0,1,0.58
BSA76OL5,Marty Freudenburg,D365 Sales,Isdom,Lost,2025-03-14,2025-05-17,0.0,Rajesh Agarwal,Central,GTX,45650,medical,2002.0,263794.0,4540.0,Mumbai,64.0,5,2025,2,2025-05,1.0,0,0.63
YHNBSXPN,Sneha Joshi,D365 Field Services,Hatfan,Won,2025-03-14,2025-03-25,84577.0,Sunita Rao,West,GTX,90968,services,1982.0,65774.0,1299.0,Ahmedabad,11.0,3,2025,1,2025-03,0.07025547445255474,1,0.7
TW6D3KT4,Sneha Joshi,D365 Project Management,Blackzim,Won,2025-03-14,2025-05-12,232234.0,Sunita Rao,West,MG,281619,retail,2009.0,41260.0,1588.0,Surat,59.0,5,2025,2,2025-05,0.17536103743000295,1,0.7
Z8RI8RLU,Arjun Sharma,D365 Sales,Streethex,Won,2025-03-14,2025-06-03,41666.0,Sanjay Bhatt,Central,GTX,45650,retail,1988.0,114274.0,1165.0,Mumbai,81.0,6,2025,2,2025-06,0.08727272727272728,1,0.66
FT0L8HZZ,Arjun Sharma,D365 Project Management,Isdom,Won,2025-03-14,2025-03-16,275809.0,Sanjay Bhatt,Central,MG,281619,medical,2002.0,263794.0,4540.0,Mumbai,2.0,3,2025,1,2025-03,0.0206307102858827,1,0.66
AW0GW33Q,Aakash Trivedi,D365 Field Services,Condax,Lost,2025-03-14,2025-06-11,0.0,Manish Tiwari,East,GTX,90968,medical,2017.0,377.0,9.0,Vadodara,89.0,6,2025,2,2025-06,1.0,0,0.65
IJLPV177,Pooja Desai,Power BI Dashboard,Nam-zim,Lost,2025-03-14,2025-03-30,0.0,Anita Mishra,West,MG,4565,services,1987.0,33664.0,1179.0,Ahmedabad,16.0,3,2025,1,2025-03,1.0,0,0.65
9UVKASFY,Ritesh Jain,D365 Finance & Operations,Nam-zim,Lost,2025-03-14,2025-05-27,0.0,Anita Mishra,West,GTX,455006,services,1987.0,33664.0,1179.0,Ahmedabad,74.0,5,2025,2,2025-05,1.0,0,0.64
KKSMEP2A,Ritesh Jain,D365 Project Management,Finjob,Lost,2025-03-14,2025-06-21,0.0,Anita Mishra,West,MG,281619,employment,1988.0,170972.0,3644.0,Surat,99.0,6,2025,2,2025-06,1.0,0,0.64
E96ZTKHC,Ritesh Jain,D365 Sales,Scotfind,Won,2025-03-14,2025-03-17,44986.0,Anita Mishra,West,GTX,45650,software,1996.0,527454.0,16780.0,Vadodara,3.0,3,2025,1,2025-03,0.014545454545454545,1,0.64
RZ08GKZY,Karan Malhotra,D365 Business Central,Faxquote,Won,2025-03-14,2025-05-22,429276.0,Sunita Rao,West,GTX,400143,telecommunications,1995.0,151543.0,5595.0,Mumbai,69.0,5,2025,2,2025-05,0.0,1,0.62
EK0ZZHKT,Cassey Cress,D365 Project Management,Massive Dynamic,Lost,2025-03-15,2025-06-24,0.0,Manish Tiwari,East,MG,281619,entertainment,1989.0,55200.0,1095.0,Vadodara,101.0,6,2025,2,2025-06,1.0,0,0.62
9U6RAS0M,Cassey Cress,D365 Sales,Umbrella Corporation,Won,2025-03-15,2025-03-31,44654.0,Manish Tiwari,East,GTX,45650,finance,1998.0,167838.0,5113.0,Ahmedabad,16.0,3,2025,1,2025-03,0.02181818181818182,1,0.62
3S31RHE5,Cassey Cress,D365 Business Central,Betasoloin,Won,2025-03-15,2025-05-18,373251.0,Manish Tiwari,East,GTX,400143,medical,1999.0,20867.0,495.0,Surat,64.0,5,2025,2,2025-05,0.0672059738643435,1,0.62
GOM8T4Y4,Priya Patel,D365 Field Services,Codehow,Won,2025-03-15,2025-05-09,97774.0,Rajesh Agarwal,Central,GTX,90968,software,1998.0,225337.0,2641.0,Vadodara,55.0,5,2025,2,2025-05,0.0,1,0.63
7Z5AVSH6,Priya Patel,D365 Business Central,Treequote,Won,2025-03-15,2025-06-21,412427.0,Rajesh Agarwal,Central,GTX,400143,telecommunications,1988.0,437085.0,8595.0,Mumbai,98.0,6,2025,2,2025-06,0.0,1,0.63
E7OPE1O8,Priya Patel,Power BI Dashboard,Rangreen,Won,2025-03-15,2025-03-20,4980.0,Rajesh Agarwal,Central,MG,4565,technology,1987.0,243910.0,8775.0,Surat,5.0,3,2025,1,2025-03,0.0,1,0.63
647E6ED0,Priya Patel,D365 Project Management,Dontechi,Won,2025-03-15,2025-06-05,238625.0,Rajesh Agarwal,Central,MG,281619,software,1982.0,383294.0,10083.0,Surat,82.0,6,2025,2,2025-06,0.15266725611553197,1,0.63
PEX6S873,Suresh Kumar,Power Apps Development,Cheers,Lost,2025-03-15,2025-05-19,0.0,Anita Mishra,West,GTK,2221744,entertainment,1993.0,354402.0,6472.0,Ahmedabad,65.0,5,2025,2,2025-05,1.0,0,0.63
M9OTPNII,Garret Kinder,D365 Finance & Operations,Donware,Won,2025-03-15,2025-05-20,512691.0,Chetan Pandey,East,GTX,455006,marketing,1999.0,99388.0,2570.0,Vadodara,66.0,5,2025,2,2025-05,0.0,1,0.61
EZRICI17,Kavita Reddy,D365 Project Management,Rundofase,Lost,2025-03-15,2025-06-28,0.0,Rajesh Agarwal,Central,MG,281619,technology,1983.0,83669.0,1238.0,Mumbai,105.0,6,2025,2,2025-06,1.0,0,0.58
BAXENBTS,Kary Hendrixson,D365 Business Central,Finjob,Lost,2025-03-15,2025-05-06,0.0,Sunita Rao,West,GTX,400143,employment,1988.0,170972.0,3644.0,Surat,52.0,5,2025,2,2025-05,1.0,0,0.62
086279IX,Kary Hendrixson,D365 Business Central,Kan-code,Won,2025-03-15,2025-06-14,362627.0,Sunita Rao,West,GTX,400143,software,1982.0,970936.0,34288.0,Vadodara,91.0,6,2025,2,2025-06,0.09375648205766439,1,0.62
6EEC9HQQ,Kary Hendrixson,D365 Business Central,Y-corporation,Won,2025-03-15,2025-05-21,404874.0,Sunita Rao,West,GTX,400143,employment,1983.0,238322.0,9561.0,Vadodara,67.0,5,2025,2,2025-05,0.0,1,0.62
MHN0SWM2,Preeti Kulkarni,D365 Finance & Operations,Genco Pura Olive Oil Company,Won,2025-03-15,2025-06-21,375741.0,Sanjay Bhatt,Central,GTX,455006,retail,2007.0,74229.0,1635.0,Ahmedabad,98.0,6,2025,2,2025-06,0.17420649398029917,1,0.55
8SKE4TT5,Sneha Joshi,D365 Field Services,Xx-holding,Lost,2025-03-15,2025-05-30,0.0,Sunita Rao,West,GTX,90968,finance,1993.0,625591.0,20293.0,Surat,76.0,5,2025,2,2025-05,1.0,0,0.7
IGELOJ42,Arjun Sharma,D365 Finance & Operations,Cancity,Won,2025-03-15,2025-06-03,506466.0,Sanjay Bhatt,Central,GTX,455006,retail,2001.0,59645.0,2448.0,Vadodara,80.0,6,2025,2,2025-06,0.0,1,0.66
0LMA8GMJ,Rosie Papadopoulos,D365 Finance & Operations,Bubba Gump,Won,2025-03-15,2025-05-10,413589.0,Chetan Pandey,East,GTX,455006,software,2002.0,81953.0,2253.0,Mumbai,56.0,5,2025,2,2025-05,0.0910251732944181,1,0.64
E40RN3MN,Amit Verma,Power BI Dashboard,Isdom,Won,2025-03-15,2025-03-25,3901.0,Sanjay Bhatt,Central,MG,4565,medical,2002.0,263794.0,4540.0,Mumbai,10.0,3,2025,1,2025-03,0.14545454545454545,1,0.67
093R7PK9,Ritesh Jain,Power BI Dashboard,Zoomit,Won,2025-03-15,2025-06-11,4316.0,Anita Mishra,West,MG,4565,entertainment,1992.0,26908.0,978.0,Mumbai,88.0,6,2025,2,2025-06,0.05454545454545454,1,0.64
I8A9OXP2,Anjali Shah,D365 Business Central,Gekko & Co,Won,2025-03-15,2025-06-25,417573.0,Chetan Pandey,East,GTX,400143,retail,1990.0,209229.0,3502.0,Ahmedabad,102.0,6,2025,2,2025-06,0.0,1,0.63
7IFEKEMG,Anjali Shah,Power BI Dashboard,Bioplex,Won,2025-03-15,2025-06-06,4399.0,Chetan Pandey,East,MG,4565,medical,1991.0,27126.0,1016.0,Vadodara,83.0,6,2025,2,2025-06,0.03636363636363636,1,0.63
K2KK9SW2,Meera Iyer,D365 Sales,Inity,Won,2025-03-16,2025-05-02,45650.0,Sanjay Bhatt,Central,GTX,45650,marketing,1986.0,199497.0,8801.0,Mumbai,47.0,5,2025,2,2025-05,0.0,1,0.62
8SIG4C8X,Boris Faz,D365 Business Central,Donquadtech,Won,2025-03-16,2025-06-06,433509.0,Manish Tiwari,East,GTX,400143,technology,1992.0,142152.0,3194.0,Surat,82.0,6,2025,2,2025-06,0.0,1,0.66
K4ETVW4H,Boris Faz,Power BI Dashboard,Betasoloin,Won,2025-03-16,2025-05-12,4399.0,Manish Tiwari,East,MG,4565,medical,1999.0,20867.0,495.0,Surat,57.0,5,2025,2,2025-05,0.03636363636363636,1,0.66
YA2NDY1H,Cassey Cress,D365 Business Central,Bluth Company,Won,2025-03-16,2025-05-17,375077.0,Manish Tiwari,East,GTX,400143,technology,1993.0,103113.0,3027.0,Mumbai,62.0,5,2025,2,2025-05,0.06264260526861647,1,0.62
G6DYTQQE,Corliss Cosme,D365 Business Central,Vehement Capital Partners,Won,2025-03-16,2025-06-01,401139.0,Chetan Pandey,East,GTX,400143,finance,1993.0,53626.0,883.0,Mumbai,77.0,6,2025,2,2025-06,0.0,1,0.66
RZZ9K7UN,Neha Gupta,D365 Finance & Operations,Zencorporation,Won,2025-03-16,2025-06-29,448781.0,Manish Tiwari,East,GTX,455006,technology,2011.0,3386.0,142.0,Surat,105.0,6,2025,2,2025-06,0.013681138270704123,1,0.61
3918OU6O,Priya Patel,D365 Sales,Rundofase,Lost,2025-03-16,2025-05-02,0.0,Rajesh Agarwal,Central,GTX,45650,technology,1983.0,83669.0,1238.0,Mumbai,47.0,5,2025,2,2025-05,1.0,0,0.63
YZ9ZKK3P,Vikram Singh,Power BI Dashboard,Finjob,Won,2025-03-16,2025-05-08,4648.0,Anita Mishra,West,MG,4565,employment,1988.0,170972.0,3644.0,Surat,53.0,5,2025,2,2025-05,0.0,1,0.7
E1921PBZ,Kary Hendrixson,D365 Sales,Finjob,Won,2025-03-16,2025-05-23,38844.0,Sunita Rao,West,GTX,45650,employment,1988.0,170972.0,3644.0,Surat,68.0,5,2025,2,2025-05,0.14909090909090908,1,0.62
0E761F02,Kary Hendrixson,D365 Sales,Kan-code,Won,2025-03-16,2025-05-02,48057.0,Sunita Rao,West,GTX,45650,software,1982.0,970936.0,34288.0,Vadodara,47.0,5,2025,2,2025-05,0.0,1,0.62
HDBNC8W1,Preeti Kulkarni,D365 Project Management,Treequote,Won,2025-03-16,2025-06-11,264355.0,Sanjay Bhatt,Central,MG,281619,telecommunications,1988.0,437085.0,8595.0,Mumbai,87.0,6,2025,2,2025-06,0.06130268199233716,1,0.55
KP6NOWM7,Divya Pillai,Power BI Dashboard,Cheers,Won,2025-03-16,2025-06-03,4482.0,Anita Mishra,West,MG,4565,entertainment,1993.0,354402.0,6472.0,Ahmedabad,79.0,6,2025,2,2025-06,0.01818181818181818,1,0.57
HPYLUU5P,Sneha Joshi,Power BI Dashboard,Newex,Won,2025-03-16,2025-06-26,5146.0,Sunita Rao,West,MG,4565,services,1991.0,84056.0,3492.0,Vadodara,102.0,6,2025,2,2025-06,0.0,1,0.7
I7AH5FW0,Arjun Sharma,D365 Sales,dambase,Lost,2025-03-16,2025-05-23,0.0,Sanjay Bhatt,Central,GTX,45650,marketing,1995.0,180440.0,2928.0,Surat,68.0,5,2025,2,2025-05,1.0,0,0.66
RSFYKC1F,Arjun Sharma,D365 Sales,Betatech,Won,2025-03-16,2025-06-25,51377.0,Sanjay Bhatt,Central,GTX,45650,medical,1986.0,53716.0,1185.0,Mumbai,101.0,6,2025,2,2025-06,0.0,1,0.66
RMW0TRSZ,Pooja Desai,Power BI Dashboard,Golddex,Lost,2025-03-16,2025-05-20,0.0,Anita Mishra,West,MG,4565,finance,2008.0,4358.0,165.0,Mumbai,65.0,5,2025,2,2025-05,1.0,0,0.65
GNENBXRW,Pooja Desai,Power BI Dashboard,Hatfan,Lost,2025-03-16,2025-05-17,0.0,Anita Mishra,West,MG,4565,services,1982.0,65774.0,1299.0,Ahmedabad,62.0,5,2025,2,2025-05,1.0,0,0.65
L20NI94X,Pooja Desai,D365 Project Management,Xx-holding,Lost,2025-03-16,2025-06-05,0.0,Anita Mishra,West,MG,281619,finance,1993.0,625591.0,20293.0,Surat,81.0,6,2025,2,2025-06,1.0,0,0.65
CG65AS6X,Ritesh Jain,D365 Business Central,Xx-holding,Won,2025-03-16,2025-03-29,365864.0,Anita Mishra,West,GTX,400143,finance,1993.0,625591.0,20293.0,Surat,13.0,3,2025,1,2025-03,0.08566687409251193,1,0.64
9XV6GX8D,Karan Malhotra,D365 Sales,Cheers,Won,2025-03-16,2025-06-07,50215.0,Sunita Rao,West,GTX,45650,entertainment,1993.0,354402.0,6472.0,Ahmedabad,83.0,6,2025,2,2025-06,0.0,1,0.62
IDIMBX0N,Meera Iyer,D365 Finance & Operations,Genco Pura Olive Oil Company,Won,2025-03-17,2025-03-26,503312.0,Sanjay Bhatt,Central,GTX,455006,retail,2007.0,74229.0,1635.0,Ahmedabad,9.0,3,2025,1,2025-03,0.0,1,0.62
W75XU368,Cassey Cress,D365 Sales,Plussunin,Won,2025-03-17,2025-06-17,53203.0,Manish Tiwari,East,GTX,45650,retail,2003.0,117858.0,4018.0,Surat,92.0,6,2025,2,2025-06,0.0,1,0.62
WIY2Q0Q5,Cassey Cress,D365 Sales,Vehement Capital Partners,Won,2025-03-17,2025-05-17,40753.0,Manish Tiwari,East,GTX,45650,finance,1993.0,53626.0,883.0,Mumbai,61.0,5,2025,2,2025-05,0.10727272727272727,1,0.62
7V1FQBL9,Corliss Cosme,D365 Business Central,Plussunin,Lost,2025-03-17,2025-05-03,0.0,Chetan Pandey,East,GTX,400143,retail,2003.0,117858.0,4018.0,Surat,47.0,5,2025,2,2025-05,1.0,0,0.66
4PXSBQU8,Priya Patel,Power BI Dashboard,Codehow,Won,2025-03-17,2025-05-27,3901.0,Rajesh Agarwal,Central,MG,4565,software,1998.0,225337.0,2641.0,Vadodara,71.0,5,2025,2,2025-05,0.14545454545454545,1,0.63
QRKHWNRB,Suresh Kumar,Power BI Dashboard,Faxquote,Won,2025-03-17,2025-06-25,5229.0,Anita Mishra,West,MG,4565,telecommunications,1995.0,151543.0,5595.0,Mumbai,100.0,6,2025,2,2025-06,0.0,1,0.63
1YGNHE69,Garret Kinder,D365 Project Management,Sumace,Won,2025-03-17,2025-05-18,273153.0,Chetan Pandey,East,MG,281619,retail,2000.0,13935.0,493.0,Surat,62.0,5,2025,2,2025-05,0.030061892130857647,1,0.61
TAEUD0HP,Vikram Singh,D365 Field Services,Singletechno,Won,2025-03-17,2025-06-10,98604.0,Anita Mishra,West,GTX,90968,retail,1996.0,183840.0,5374.0,Mumbai,85.0,6,2025,2,2025-06,0.0,1,0.7
72TBO2HA,Kary Hendrixson,D365 Sales,Cheers,Lost,2025-03-17,2025-05-08,0.0,Sunita Rao,West,GTX,45650,entertainment,1993.0,354402.0,6472.0,Ahmedabad,52.0,5,2025,2,2025-05,1.0,0,0.62
FCW4SAAP,Kary Hendrixson,D365 Sales,Scotfind,Won,2025-03-17,2025-06-11,39674.0,Sunita Rao,West,GTX,45650,software,1996.0,527454.0,16780.0,Vadodara,86.0,6,2025,2,2025-06,0.13090909090909092,1,0.62
DEH0MYSO,Kary Hendrixson,Power BI Dashboard,Green-Plus,Won,2025-03-17,2025-05-24,4980.0,Sunita Rao,West,MG,4565,services,2003.0,57452.0,1922.0,Surat,68.0,5,2025,2,2025-05,0.0,1,0.62
PEVJ6O6R,Aakash Trivedi,D365 Business Central,Silis,Won,2025-03-17,2025-03-27,337312.0,Manish Tiwari,East,GTX,400143,medical,1994.0,233926.0,6290.0,Mumbai,10.0,3,2025,1,2025-03,0.1570213648620618,1,0.65
T02CX0BY,Aakash Trivedi,D365 Project Management,Ontomedia,Won,2025-03-17,2025-03-31,211650.0,Manish Tiwari,East,MG,281619,employment,1997.0,73216.0,2769.0,Ahmedabad,14.0,3,2025,1,2025-03,0.2484526967285588,1,0.65
SSX3QRTB,Rosie Papadopoulos,Power BI Dashboard,Bioplex,Lost,2025-03-17,2025-05-08,0.0,Chetan Pandey,East,MG,4565,medical,1991.0,27126.0,1016.0,Vadodara,52.0,5,2025,2,2025-05,1.0,0,0.64
UBX7TMQG,Amit Verma,D365 Finance & Operations,Dontechi,Lost,2025-03-17,2025-05-10,0.0,Sanjay Bhatt,Central,GTX,455006,software,1982.0,383294.0,10083.0,Surat,54.0,5,2025,2,2025-05,1.0,0,0.67
RR5AMWPQ,Amit Verma,Power BI Dashboard,Genco Pura Olive Oil Company,Lost,2025-03-17,2025-05-16,0.0,Sanjay Bhatt,Central,MG,4565,retail,2007.0,74229.0,1635.0,Ahmedabad,60.0,5,2025,2,2025-05,1.0,0,0.67
FHLNW3WH,Amit Verma,D365 Project Management,Statholdings,Won,2025-03-17,2025-06-21,280374.0,Sanjay Bhatt,Central,MG,281619,employment,1997.0,24175.0,586.0,Surat,96.0,6,2025,2,2025-06,0.004420866489832007,1,0.67
IAVMELUO,Wilburn Farren,D365 Business Central,Gekko & Co,Won,2025-03-17,2025-05-30,509205.0,Chetan Pandey,East,GTX,400143,retail,1990.0,209229.0,3502.0,Ahmedabad,74.0,5,2025,2,2025-05,0.0,1,0.7
PRMMZX9O,Karan Malhotra,D365 Field Services,Newex,Won,2025-03-17,2025-06-02,82917.0,Sunita Rao,West,GTX,90968,services,1991.0,84056.0,3492.0,Vadodara,77.0,6,2025,2,2025-06,0.0885036496350365,1,0.62
ZZFES7ID,Karan Malhotra,Power BI Dashboard,Singletechno,Won,2025-03-17,2025-06-05,4316.0,Sunita Rao,West,MG,4565,retail,1996.0,183840.0,5374.0,Mumbai,80.0,6,2025,2,2025-06,0.05454545454545454,1,0.62
G7PNQB9M,Meera Iyer,D365 Field Services,Warephase,Lost,2025-03-18,2025-05-25,0.0,Sanjay Bhatt,Central,GTX,90968,services,1997.0,169464.0,5276.0,Ahmedabad,68.0,5,2025,2,2025-05,1.0,0,0.62
Z0R5O2VW,Cassey Cress,D365 Finance & Operations,Donware,Lost,2025-03-18,2025-05-24,0.0,Manish Tiwari,East,GTX,455006,marketing,1999.0,99388.0,2570.0,Vadodara,67.0,5,2025,2,2025-05,1.0,0,0.62
VS0TWECS,Cassey Cress,D365 Sales,Plussunin,Won,2025-03-18,2025-06-18,43990.0,Manish Tiwari,East,GTX,45650,retail,2003.0,117858.0,4018.0,Surat,92.0,6,2025,2,2025-06,0.03636363636363636,1,0.62
